Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Hyundai,Seltos,XL,Petrol,Used,2023.0,First,21-324-9721,165608.0,905783.0,Automatic,Blue,No Service Record,No Current Insurance,Available,Sunroof
Maruti Suzuki,Camry,LE,CNG,Used,2019.0,Second,18-730-6978,24211.0,769239.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"Music System, Leather Seats"
Volkswagen,Camry,ZXI,Diesel,Used,2021.0,First,92-298-6196,78424.0,935137.0,Automatic,Maroon,No Service Record,No Current Insurance,Not Available,GPS
Ford,Seltos,RXE,CNG,Used,2021.0,First,97-786-2076,118884.0,340992.0,Automatic (Tiptronic),Blue,Major Service at 71591 km,Valid Until [date],Available,Leather Seats
Renault,Accord,ZXI,Diesel,New,2024.0,First,26-738-9791,62345.0,414362.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Not Available,"Leather Seats, Music System, Sunroof, GPS"
Honda,Swift,GT,CNG,Needs Replacement,2024.0,First,75-720-2159,93263.0,533976.0,Manual,Grey,Full Service History,Valid Until [date],Available,"Leather Seats, Alloy Wheels, GPS, Music System"
Chevrolet,Polo,ZXI,Petrol,Needs Replacement,2016.0,Second,52-603-4287,151715.0,524704.0,Automatic,Maroon,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Music System"
Maruti Suzuki,Swift,LE,Petrol,New,2022.0,First,96-885-4372,184270.0,940261.0,Automatic,White,No Service Record,Valid Until [date],Available,Sunroof
Ford,Seltos,SE,Petrol,Needs Replacement,2015.0,Second,78-934-3600,113883.0,438448.0,Automatic,Blue,No Service Record,Valid Until [date],Not Available,"GPS, Sunroof, Leather Seats, Alloy Wheels"
Chevrolet,Swift,Highline,CNG,Used,2021.0,First,32-980-7843,26208.0,415120.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,"Sunroof, Music System, Leather Seats, GPS"
Renault,F-150,Highline,CNG,New,2022.0,Second,98-905-8798,77682.0,575746.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,Sunroof
Renault,Elantra,SL,Petrol,New,2018.0,First,24-795-5907,121704.0,601169.0,Manual,Silver,No Service Record,Valid Until [date],Not Available,"Leather Seats, Music System, Sunroof"
Nissan,Seltos,Highline,CNG,Used,2024.0,Second,85-439-9861,147086.0,970103.0,Automatic,Grey,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, GPS, Music System"
Renault,Elantra,XL,Petrol,Used,2015.0,Third,92-349-5707,185635.0,537209.0,Manual,Red,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System, Sunroof, Leather Seats"
Maruti Suzuki,Accord,SL,Petrol,Used,2022.0,Third,64-381-4650,19431.0,830390.0,Manual,White,Major Service at 58783 km,Valid Until [date],Not Available,"Alloy Wheels, GPS, Sunroof"
Honda,Accord,RXE,CNG,Used,2017.0,Third,40-604-4817,113193.0,576888.0,Manual,Gold,Major Service at 122477 km,Valid Until [date],Not Available,Sunroof
Toyota,Swift,SE,Diesel,New,2024.0,Third,59-640-6938,144285.0,469057.0,Automatic,Silver,Major Service at 62833 km,No Current Insurance,Not Available,Sunroof
Chevrolet,F-150,SE,Petrol,New,2022.0,Second,20-520-8424,142078.0,315706.0,Manual,Gold,No Service Record,No Current Insurance,Available,Sunroof
Ford,Camry,XL,Diesel,New,2020.0,Second,65-473-7256,129149.0,359646.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Available,"Music System, Alloy Wheels"
Renault,Seltos,SE,CNG,Used,2015.0,Second,51-725-7585,14273.0,908590.0,Manual,Blue,No Service Record,No Current Insurance,Not Available,"Sunroof, Music System, GPS"
Toyota,F-150,RXE,Diesel,Needs Replacement,2019.0,First,92-538-3826,13841.0,344712.0,Automatic,Grey,Full Service History,Valid Until [date],Not Available,"Sunroof, Alloy Wheels, Leather Seats, GPS"
Ford,Sunny,SE,Petrol,New,2016.0,First,75-665-1238,140456.0,839563.0,Automatic,Grey,Major Service at 117690 km,Valid Until [date],Available,GPS
Ford,Camry,Highline,Petrol,New,2017.0,First,76-660-8161,50422.0,743449.0,Automatic (Tiptronic),Black,Full Service History,Valid Until [date],Available,Sunroof
Maruti Suzuki,Swift,EX,CNG,New,2020.0,Third,59-445-9623,116303.0,642556.0,Automatic,Grey,Major Service at 147407 km,Valid Until [date],Available,"Leather Seats, Alloy Wheels, Sunroof"
Hyundai,Accord,GT,Petrol,Used,2020.0,Third,82-143-2924,62715.0,818097.0,Automatic,Silver,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Sunroof, GPS"
Honda,Polo,EX,CNG,New,2018.0,Third,12-897-9275,109209.0,809703.0,Manual,Maroon,No Service Record,No Current Insurance,Available,Alloy Wheels
Volkswagen,F-150,GT,CNG,Used,2024.0,First,36-502-2736,57885.0,501423.0,Automatic,Maroon,Full Service History,No Current Insurance,Not Available,Sunroof
Volkswagen,Accord,LE,CNG,Needs Replacement,2023.0,Second,43-860-8450,83028.0,527236.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,"Music System, Leather Seats, GPS, Alloy Wheels"
Kia,Swift,RXE,Petrol,Needs Replacement,2017.0,Third,39-373-4893,160896.0,214452.0,Automatic,Grey,Full Service History,No Current Insurance,Not Available,Sunroof
Chevrolet,Sunny,SE,Petrol,Used,2017.0,First,27-951-3853,157144.0,919328.0,Automatic (Tiptronic),White,Major Service at 140228 km,No Current Insurance,Available,"Leather Seats, GPS, Sunroof, Music System"
Kia,Sunny,SE,Petrol,New,2020.0,Second,41-884-7624,101891.0,944343.0,Manual,White,No Service Record,No Current Insurance,Not Available,"Music System, Alloy Wheels, GPS, Leather Seats"
Nissan,Cruze,XL,CNG,Used,2020.0,Second,91-113-9542,142520.0,846662.0,Automatic,Maroon,No Service Record,Valid Until [date],Available,Alloy Wheels
Hyundai,Seltos,RXE,Diesel,New,2015.0,Third,17-588-2762,61867.0,733279.0,Manual,Maroon,Full Service History,No Current Insurance,Available,Sunroof
Maruti Suzuki,Swift,RXE,Petrol,Needs Replacement,2017.0,First,10-361-3517,178139.0,434914.0,Manual,White,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System"
Ford,Cruze,GT,Diesel,New,2022.0,Third,44-588-4614,195845.0,951567.0,Automatic (Tiptronic),Black,No Service Record,Valid Until [date],Available,"Leather Seats, Music System"
Chevrolet,Swift,Highline,Petrol,New,2024.0,First,39-549-3727,34176.0,896648.0,Manual,Black,Full Service History,No Current Insurance,Available,"Leather Seats, Sunroof, GPS, Alloy Wheels"
Kia,Sunny,LE,CNG,New,2023.0,Third,93-782-4219,68619.0,972516.0,Manual,Black,No Service Record,Valid Until [date],Not Available,"Sunroof, GPS"
Chevrolet,Swift,SL,Diesel,Used,2022.0,First,49-657-7562,65318.0,492446.0,Automatic,Gold,Full Service History,Valid Until [date],Available,"GPS, Alloy Wheels, Leather Seats"
Renault,Polo,EX,Diesel,Needs Replacement,2022.0,First,84-861-3127,131174.0,848195.0,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,Sunroof
Nissan,Camry,Highline,CNG,Needs Replacement,2024.0,Second,78-133-4208,144989.0,751570.0,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Available,Sunroof
Maruti Suzuki,Swift,SL,CNG,New,2022.0,First,44-173-7592,105732.0,763493.0,Manual,Red,No Service Record,Valid Until [date],Not Available,"Leather Seats, Alloy Wheels"
Volkswagen,Elantra,LE,Diesel,Used,2018.0,Second,36-643-3562,79746.0,210053.0,Automatic,Maroon,No Service Record,Valid Until [date],Available,"Leather Seats, Alloy Wheels, GPS"
Kia,Cruze,GT,Diesel,Used,2020.0,First,21-983-7603,139717.0,884261.0,Automatic,Blue,Full Service History,Valid Until [date],Not Available,"Leather Seats, Sunroof"
Volkswagen,Polo,EX,Petrol,Needs Replacement,2023.0,Third,57-850-6144,180100.0,636025.0,Automatic,Black,Full Service History,Valid Until [date],Available,Sunroof
Renault,F-150,SE,Petrol,Used,2015.0,First,83-647-7046,31715.0,763015.0,Automatic (Tiptronic),Red,Major Service at 103147 km,Valid Until [date],Not Available,Sunroof
Renault,Seltos,SE,Diesel,Needs Replacement,2022.0,First,89-734-7422,63104.0,805591.0,Automatic (Tiptronic),Black,No Service Record,Valid Until [date],Available,"Music System, GPS, Sunroof, Alloy Wheels"
Kia,Sunny,XL,CNG,Used,2020.0,Third,46-882-1385,47821.0,633245.0,Automatic,White,Major Service at 82666 km,No Current Insurance,Not Available,Sunroof
Renault,Swift,XL,Petrol,New,2024.0,First,91-244-5696,148167.0,488502.0,Automatic,Black,Major Service at 137364 km,No Current Insurance,Available,"Sunroof, Leather Seats"
Nissan,Camry,GT,Diesel,Needs Replacement,2016.0,First,28-165-4303,102638.0,928865.0,Manual,Maroon,Major Service at 132946 km,Valid Until [date],Available,"Alloy Wheels, Leather Seats, Sunroof"
Hyundai,Elantra,ZXI,CNG,Used,2024.0,Second,21-218-6406,89868.0,764348.0,Manual,Grey,No Service Record,Valid Until [date],Not Available,Sunroof
Hyundai,Cruze,RXE,CNG,New,2017.0,First,33-622-8827,178700.0,671859.0,Automatic,Blue,Full Service History,Valid Until [date],Available,"Music System, GPS, Leather Seats, Alloy Wheels"
Nissan,Camry,XL,CNG,New,2016.0,Third,56-534-4026,77532.0,625495.0,Automatic (Tiptronic),Black,No Service Record,No Current Insurance,Not Available,Leather Seats
Chevrolet,Kwid,LE,CNG,Used,2017.0,Third,60-385-4742,149884.0,520239.0,Automatic,Maroon,No Service Record,No Current Insurance,Available,Sunroof
Honda,Camry,ZXI,CNG,New,2016.0,Second,42-441-4125,140037.0,343527.0,Automatic,Red,No Service Record,No Current Insurance,Not Available,"Sunroof, Leather Seats, GPS"
Honda,Swift,RXE,Diesel,New,2021.0,Third,73-145-9600,155958.0,527083.0,Automatic,Silver,No Service Record,No Current Insurance,Available,"Alloy Wheels, Music System"
Nissan,Swift,SE,Petrol,Used,2020.0,Third,95-331-4870,163940.0,212108.0,Manual,Maroon,Major Service at 147510 km,Valid Until [date],Available,"Music System, GPS, Sunroof"
Renault,Swift,SE,Petrol,Used,2021.0,Second,38-166-3645,56342.0,441830.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"Sunroof, Leather Seats, Music System"
Ford,Elantra,GT,Petrol,New,2018.0,Second,83-698-5914,25504.0,252964.0,Manual,Gold,Major Service at 86041 km,Valid Until [date],Not Available,"Leather Seats, GPS, Music System"
Ford,Kwid,Highline,Diesel,New,2016.0,First,72-666-4380,94350.0,937688.0,Manual,Silver,No Service Record,Valid Until [date],Not Available,Sunroof
Chevrolet,Sunny,ZXI,Petrol,Needs Replacement,2023.0,Third,94-362-3350,169721.0,648902.0,Manual,Black,No Service Record,Valid Until [date],Available,Sunroof
Hyundai,Accord,ZXI,Petrol,Used,2021.0,Third,85-402-4165,34547.0,595286.0,Automatic (Tiptronic),Gold,Full Service History,Valid Until [date],Not Available,Leather Seats
Hyundai,Camry,ZXI,Diesel,Needs Replacement,2022.0,Second,68-124-6391,170273.0,538923.0,Automatic,Grey,No Service Record,Valid Until [date],Available,Alloy Wheels
Nissan,Cruze,SE,Diesel,New,2016.0,First,41-828-9461,149830.0,568486.0,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,Sunroof
Ford,Cruze,LE,CNG,Used,2015.0,First,87-589-8376,110101.0,874869.0,Manual,White,No Service Record,Valid Until [date],Available,Music System
Ford,Cruze,XL,Diesel,Needs Replacement,2024.0,First,14-872-1750,90794.0,401782.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,"Alloy Wheels, Sunroof, Music System, GPS"
Volkswagen,Sunny,LE,CNG,Needs Replacement,2017.0,First,31-262-8935,105200.0,420666.0,Automatic (Tiptronic),Maroon,Full Service History,Valid Until [date],Available,GPS
Honda,Sunny,XL,Diesel,Used,2020.0,Third,73-986-1681,92133.0,984725.0,Manual,Gold,No Service Record,No Current Insurance,Available,"Sunroof, Leather Seats, Alloy Wheels, Music System"
Hyundai,Seltos,SE,CNG,Needs Replacement,2018.0,First,26-849-1392,83096.0,914754.0,Manual,Silver,Major Service at 55191 km,No Current Insurance,Available,"Sunroof, Music System"
Honda,Swift,Highline,CNG,Used,2018.0,First,13-298-4253,147745.0,893526.0,Automatic (Tiptronic),White,No Service Record,No Current Insurance,Not Available,Sunroof
Maruti Suzuki,Camry,SL,Petrol,New,2020.0,First,89-585-1075,16659.0,425638.0,Automatic (Tiptronic),Gold,Major Service at 121194 km,Valid Until [date],Not Available,Alloy Wheels
Toyota,Cruze,GT,Diesel,New,2022.0,First,93-980-9945,16551.0,223386.0,Automatic,Silver,Full Service History,No Current Insurance,Available,"Alloy Wheels, Sunroof"
Renault,Swift,GT,CNG,Used,2019.0,Third,15-307-5966,72953.0,270866.0,Manual,Grey,Full Service History,Valid Until [date],Not Available,"Music System, Leather Seats, Sunroof, GPS"
Nissan,Cruze,RXE,CNG,Needs Replacement,2021.0,Third,83-652-2692,182456.0,958400.0,Automatic,Maroon,Major Service at 103109 km,No Current Insurance,Available,Sunroof
Kia,Camry,XL,Petrol,New,2024.0,Second,13-129-5458,60296.0,862461.0,Automatic,Grey,Full Service History,Valid Until [date],Available,Sunroof
Volkswagen,Seltos,LE,Petrol,Used,2015.0,Second,78-153-7688,183329.0,210673.0,Automatic,Red,Major Service at 125715 km,No Current Insurance,Available,Sunroof
Toyota,Polo,RXE,Petrol,New,2023.0,First,84-723-6647,17105.0,567847.0,Manual,Red,Full Service History,Valid Until [date],Available,Sunroof
Kia,Swift,ZXI,Petrol,Used,2019.0,Third,53-477-9414,114875.0,545203.0,Manual,Maroon,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System, Sunroof"
Toyota,Cruze,ZXI,Petrol,Used,2023.0,Third,54-667-4155,98963.0,343061.0,Manual,Maroon,Full Service History,Valid Until [date],Available,Sunroof
Volkswagen,F-150,SL,Diesel,Used,2016.0,First,41-318-3713,76603.0,243047.0,Automatic,Blue,No Service Record,Valid Until [date],Not Available,"GPS, Sunroof, Music System, Alloy Wheels"
Maruti Suzuki,Sunny,ZXI,CNG,Used,2024.0,Second,23-481-4975,40081.0,930974.0,Manual,Red,No Service Record,No Current Insurance,Not Available,Sunroof
Ford,Sunny,GT,Diesel,New,2021.0,First,86-835-9276,95532.0,270145.0,Automatic (Tiptronic),Red,Major Service at 73581 km,Valid Until [date],Not Available,Sunroof
Hyundai,Cruze,Highline,Diesel,New,2019.0,First,12-704-3238,192165.0,544477.0,Manual,Silver,No Service Record,Valid Until [date],Not Available,"Leather Seats, Sunroof, Alloy Wheels, GPS"
Renault,Seltos,LE,CNG,New,2024.0,Second,34-735-7292,100878.0,649688.0,Automatic,Grey,Major Service at 133008 km,Valid Until [date],Not Available,"GPS, Music System"
Renault,Camry,SE,Petrol,New,2018.0,Third,92-750-2142,199285.0,977469.0,Manual,White,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, Music System"
Volkswagen,Camry,Highline,Diesel,Used,2020.0,Third,80-179-1730,191835.0,202627.0,Automatic (Tiptronic),Blue,Major Service at 85955 km,No Current Insurance,Not Available,Sunroof
Chevrolet,Seltos,SL,Petrol,Needs Replacement,2017.0,Second,16-446-1558,17251.0,431234.0,Automatic,Blue,Full Service History,Valid Until [date],Available,Sunroof
Renault,Sunny,SE,Petrol,New,2020.0,Third,90-164-5169,68093.0,332256.0,Manual,Blue,Full Service History,No Current Insurance,Available,Sunroof
Toyota,F-150,SL,Petrol,New,2015.0,Second,53-634-1295,73818.0,995633.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,"GPS, Alloy Wheels"
Renault,Kwid,SL,Diesel,New,2018.0,Second,57-325-3956,148056.0,284102.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,"Leather Seats, GPS"
Toyota,Sunny,SE,Petrol,Needs Replacement,2018.0,Third,17-193-9515,64814.0,504026.0,Manual,Silver,Major Service at 132126 km,No Current Insurance,Not Available,Sunroof
Volkswagen,Elantra,LE,Petrol,Used,2015.0,First,23-237-7170,60352.0,734335.0,Manual,Gold,Full Service History,Valid Until [date],Available,"Sunroof, GPS"
Honda,Kwid,Highline,Diesel,New,2021.0,First,94-180-9073,32947.0,761131.0,Manual,Grey,Major Service at 58747 km,No Current Insurance,Available,Sunroof
Nissan,Accord,Highline,Diesel,Used,2015.0,Second,44-281-6800,75324.0,578720.0,Automatic (Tiptronic),Grey,Major Service at 96338 km,Valid Until [date],Not Available,"Sunroof, Music System"
Toyota,Swift,GT,Petrol,Used,2021.0,Second,12-132-3902,137152.0,983286.0,Manual,Gold,No Service Record,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, GPS, Leather Seats"
Renault,Polo,EX,Petrol,Used,2023.0,Second,84-546-8663,84038.0,471483.0,Automatic,Blue,Full Service History,Valid Until [date],Available,Sunroof
Ford,Kwid,Highline,Petrol,Used,2015.0,Second,29-947-7404,58996.0,466970.0,Automatic,Blue,Major Service at 104427 km,No Current Insurance,Available,"Alloy Wheels, Leather Seats, Sunroof"
Volkswagen,Kwid,RXE,Petrol,Needs Replacement,2024.0,First,32-568-6851,86147.0,989344.0,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, Music System, GPS"
Ford,Cruze,EX,CNG,Used,2021.0,First,55-707-4025,44640.0,414772.0,Manual,White,Full Service History,Valid Until [date],Not Available,"Music System, Sunroof, Leather Seats, GPS"
Chevrolet,Swift,EX,Petrol,Used,2022.0,Third,68-369-5338,39638.0,345293.0,Automatic (Tiptronic),Silver,Full Service History,Valid Until [date],Available,"Music System, GPS, Sunroof"
Toyota,Elantra,ZXI,CNG,New,2016.0,Third,65-482-2304,148968.0,493278.0,Manual,Gold,Major Service at 107124 km,No Current Insurance,Available,"GPS, Leather Seats, Music System, Sunroof"
Kia,Accord,LE,Diesel,Needs Replacement,2019.0,First,49-664-1691,60145.0,971704.0,Automatic,Gold,No Service Record,Valid Until [date],Available,"Alloy Wheels, Music System, Leather Seats, Sunroof"
Chevrolet,Cruze,Highline,CNG,Needs Replacement,2017.0,First,95-497-6876,185848.0,533830.0,Automatic,Black,Major Service at 119606 km,No Current Insurance,Available,"Sunroof, Music System, Alloy Wheels"
Renault,Swift,SL,CNG,Used,2023.0,First,50-110-1405,28785.0,717898.0,Manual,Gold,Major Service at 132526 km,No Current Insurance,Available,"Music System, Alloy Wheels, Sunroof"
Kia,Accord,LE,Diesel,Needs Replacement,2020.0,Second,81-514-8888,52498.0,266680.0,Automatic,Maroon,Full Service History,No Current Insurance,Available,Sunroof
Ford,Seltos,Highline,Petrol,Needs Replacement,2023.0,Third,27-320-7005,143432.0,999319.0,Automatic,White,Full Service History,Valid Until [date],Not Available,"Sunroof, Music System"
Volkswagen,Swift,GT,Petrol,Needs Replacement,2022.0,Second,14-101-3182,162957.0,722500.0,Manual,Silver,Major Service at 125064 km,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels"
Honda,Kwid,ZXI,Diesel,New,2015.0,First,68-415-7804,53330.0,338985.0,Manual,Blue,No Service Record,No Current Insurance,Available,Sunroof
Ford,Kwid,LE,CNG,Needs Replacement,2017.0,Third,89-433-6688,102229.0,422149.0,Automatic (Tiptronic),Silver,Major Service at 111622 km,Valid Until [date],Not Available,Sunroof
Maruti Suzuki,Accord,SL,CNG,Used,2024.0,Third,54-266-7263,58928.0,290833.0,Manual,Maroon,No Service Record,No Current Insurance,Not Available,"Music System, Alloy Wheels"
Honda,Polo,EX,Petrol,New,2016.0,Second,37-632-4644,46534.0,792436.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Not Available,"GPS, Alloy Wheels"
Chevrolet,Polo,SE,Diesel,Needs Replacement,2021.0,First,54-635-8873,186424.0,208591.0,Automatic (Tiptronic),Maroon,No Service Record,Valid Until [date],Not Available,Sunroof
Maruti Suzuki,Camry,SE,Diesel,New,2016.0,Third,59-265-1138,177741.0,228711.0,Automatic,Silver,No Service Record,Valid Until [date],Available,"Sunroof, GPS, Alloy Wheels, Music System"
Toyota,Polo,SL,CNG,Used,2021.0,First,70-549-9566,18763.0,747198.0,Manual,Blue,Major Service at 142780 km,Valid Until [date],Available,Leather Seats
Chevrolet,Sunny,Highline,Diesel,Needs Replacement,2016.0,Second,17-226-9982,154415.0,513994.0,Manual,White,No Service Record,No Current Insurance,Available,"Alloy Wheels, Sunroof, Music System, Leather Seats"
Maruti Suzuki,Seltos,SL,Petrol,New,2024.0,Second,46-408-9975,166280.0,898567.0,Automatic (Tiptronic),White,Major Service at 119580 km,Valid Until [date],Available,Music System
Renault,Elantra,GT,CNG,New,2021.0,Third,69-999-1575,69177.0,872073.0,Automatic,White,Full Service History,Valid Until [date],Available,Sunroof
Volkswagen,Polo,SE,Petrol,Used,2018.0,Second,85-286-9084,43451.0,850799.0,Automatic (Tiptronic),Black,Major Service at 100514 km,Valid Until [date],Not Available,Sunroof
Renault,Accord,LE,CNG,Needs Replacement,2023.0,Third,62-584-7183,110713.0,264888.0,Automatic,Silver,No Service Record,No Current Insurance,Available,Sunroof
Honda,Accord,ZXI,Diesel,New,2022.0,Second,41-331-7456,41977.0,396791.0,Automatic (Tiptronic),Red,Full Service History,Valid Until [date],Available,"Alloy Wheels, GPS, Music System, Leather Seats"
Chevrolet,Cruze,SE,CNG,New,2017.0,First,85-633-6796,54950.0,498767.0,Manual,Red,Major Service at 50089 km,No Current Insurance,Available,Sunroof
Toyota,Kwid,Highline,Petrol,Used,2016.0,First,28-236-8613,87947.0,851842.0,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Available,Sunroof
Renault,Elantra,LE,Diesel,Needs Replacement,2019.0,First,17-986-7233,132663.0,206349.0,Automatic (Tiptronic),Blue,Major Service at 120764 km,No Current Insurance,Available,"GPS, Alloy Wheels, Leather Seats, Sunroof"
Honda,Elantra,LE,Petrol,Used,2023.0,Second,16-461-7163,194195.0,548237.0,Manual,White,Major Service at 97985 km,Valid Until [date],Available,"Sunroof, Music System"
Renault,F-150,RXE,Diesel,Needs Replacement,2024.0,Second,79-302-2456,91170.0,526571.0,Automatic,Silver,Full Service History,No Current Insurance,Not Available,GPS
Hyundai,Kwid,RXE,Diesel,Needs Replacement,2016.0,First,92-288-9434,182956.0,761288.0,Manual,Gold,No Service Record,Valid Until [date],Not Available,"GPS, Alloy Wheels, Sunroof"
Hyundai,Sunny,Highline,Petrol,Used,2022.0,Third,46-716-4056,47557.0,754803.0,Automatic,Grey,Major Service at 129699 km,No Current Insurance,Not Available,Sunroof
Chevrolet,Kwid,LE,Petrol,New,2022.0,Second,64-621-7125,39391.0,993893.0,Automatic,Red,Major Service at 54617 km,No Current Insurance,Available,"Music System, GPS, Sunroof"
Toyota,Seltos,EX,Diesel,New,2015.0,Third,95-579-9411,187148.0,233274.0,Automatic,Maroon,No Service Record,No Current Insurance,Not Available,"Music System, Alloy Wheels, Leather Seats, GPS"
Toyota,Accord,GT,Petrol,Used,2021.0,First,73-983-3927,102034.0,828490.0,Automatic (Tiptronic),Red,Major Service at 61733 km,Valid Until [date],Not Available,"Sunroof, Music System, GPS, Alloy Wheels"
Honda,Elantra,RXE,CNG,New,2023.0,Second,83-731-6588,104029.0,765000.0,Automatic,Grey,No Service Record,No Current Insurance,Available,"Alloy Wheels, Leather Seats, GPS, Music System"
Chevrolet,Kwid,LE,CNG,Used,2023.0,Third,54-783-6006,157886.0,279144.0,Automatic (Tiptronic),Silver,Major Service at 132460 km,No Current Insurance,Available,"Leather Seats, Sunroof"
Ford,F-150,XL,CNG,Used,2015.0,First,68-732-2143,32719.0,507790.0,Manual,Gold,No Service Record,Valid Until [date],Available,"Sunroof, Leather Seats, GPS"
Kia,F-150,Highline,CNG,Needs Replacement,2017.0,Third,37-869-2253,58053.0,926071.0,Automatic (Tiptronic),Maroon,Major Service at 66807 km,No Current Insurance,Not Available,"Music System, Sunroof, Leather Seats, Alloy Wheels"
Chevrolet,Seltos,LE,Diesel,Used,2022.0,Third,65-330-9894,100270.0,837473.0,Automatic,Silver,Major Service at 94945 km,No Current Insurance,Available,"Alloy Wheels, Sunroof"
Renault,Polo,GT,Diesel,Used,2015.0,Second,81-457-2232,108651.0,483627.0,Manual,Blue,No Service Record,No Current Insurance,Available,Sunroof
Ford,F-150,LE,CNG,Used,2024.0,Second,28-864-6675,68040.0,804293.0,Automatic (Tiptronic),Red,Major Service at 98379 km,Valid Until [date],Not Available,"Leather Seats, Music System"
Ford,Sunny,ZXI,Petrol,Needs Replacement,2020.0,First,26-998-5592,178022.0,332439.0,Manual,Silver,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS, Sunroof, Alloy Wheels"
Ford,Camry,RXE,CNG,Needs Replacement,2019.0,Second,89-971-2104,186242.0,377751.0,Automatic,Gold,Full Service History,Valid Until [date],Not Available,"Music System, GPS"
Ford,Swift,XL,Petrol,New,2023.0,Second,90-409-2971,142402.0,414222.0,Manual,Maroon,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, GPS, Music System, Leather Seats"
Nissan,Seltos,ZXI,Petrol,Needs Replacement,2021.0,First,45-179-6758,35043.0,454356.0,Manual,Red,Major Service at 60335 km,Valid Until [date],Available,"Music System, Leather Seats, Alloy Wheels, GPS"
Maruti Suzuki,Polo,RXE,CNG,Needs Replacement,2019.0,First,27-605-3819,41394.0,431548.0,Automatic,Maroon,Major Service at 127188 km,No Current Insurance,Available,Sunroof
Toyota,Cruze,XL,CNG,Used,2019.0,First,55-958-4311,28754.0,696868.0,Manual,White,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, Leather Seats, Music System"
Maruti Suzuki,F-150,ZXI,Diesel,Needs Replacement,2016.0,Second,92-554-6362,191661.0,403917.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels, Sunroof, Music System"
Honda,Accord,SE,Diesel,New,2020.0,Second,10-533-8138,46544.0,566847.0,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,"Leather Seats, Sunroof"
Toyota,Kwid,ZXI,CNG,Needs Replacement,2024.0,Third,42-398-9117,49807.0,835383.0,Automatic,Silver,No Service Record,Valid Until [date],Not Available,"GPS, Music System, Leather Seats, Sunroof"
Ford,Polo,RXE,CNG,Needs Replacement,2024.0,First,71-444-2616,108816.0,628309.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Available,Sunroof
Ford,Kwid,LE,Diesel,New,2015.0,Second,66-649-1173,103807.0,204714.0,Manual,Maroon,No Service Record,Valid Until [date],Available,"Music System, Sunroof, Alloy Wheels"
Honda,Accord,LE,CNG,New,2021.0,First,28-594-3548,157411.0,875157.0,Manual,Grey,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Leather Seats, GPS"
Maruti Suzuki,Kwid,RXE,Petrol,Used,2018.0,Second,72-603-1721,27604.0,456351.0,Automatic,Silver,Major Service at 61695 km,Valid Until [date],Not Available,Sunroof
Hyundai,Cruze,GT,Diesel,Needs Replacement,2016.0,Second,82-964-6529,32384.0,430258.0,Automatic,Blue,No Service Record,Valid Until [date],Available,"Leather Seats, GPS"
Volkswagen,Cruze,LE,Petrol,New,2017.0,Third,93-593-1843,64944.0,639118.0,Manual,Maroon,No Service Record,No Current Insurance,Not Available,"GPS, Music System, Alloy Wheels, Leather Seats"
Honda,F-150,LE,CNG,Needs Replacement,2017.0,Second,72-475-2433,166181.0,785487.0,Automatic,White,Full Service History,Valid Until [date],Not Available,Alloy Wheels
